# РЫНОК СЛОВА ПЕРЕД ЛИЦОМ — какие классы свод ставит за этим словом.
# Собран `python3 scripts/beforeperson_market.py --собрать` по мирам, объявившим
# деятелей (манифест `actors`). Столбцы: язык, слово, показы, классы слова за ним.
# Класс объявлен ПАКЕТОМ языка; `·неизвестно` — слово, не объявленное никаким.
ru	продала	10	·неизвестно,лицо
ru	прочитал	78	·неизвестно,вопрос,лицо
ru	прочитала	49	·неизвестно,вопрос,лицо
ru	пятницу	76	вопрос,лицо
ru	работал	60	·неизвестно,лицо,число
ru	работала	66	·неизвестно,лицо,отрицание,число
ru	рода	233	·неизвестно,лицо
ru	рублей	372	·неизвестно,лицо
ru	сделал	203	·неизвестно,лицо
ru	сделала	123	·неизвестно,лицо
ru	сегодня	108	лицо
ru	сестре	12	·неизвестно,лицо
ru	собрал	379	·неизвестно,лицо,отрицание
ru	собрала	243	·неизвестно,лицо,отрицание
ru	среду	86	вопрос,лицо
ru	старше	375	лицо
ru	субботу	76	вопрос,лицо
ru	съел	68	·неизвестно,вопрос,лицо
ru	съела	56	·неизвестно,вопрос,лицо
ru	такое	231	·неизвестно,лицо
ru	то	150	·неизвестно,лицо
ru	у	11390	·неизвестно,вопрос,лицо
ru	утром	29	·неизвестно,лицо
ru	хранит	14	·неизвестно,лицо
ru	чем	2190	·неизвестно,лицо
ru	четверг	86	вопрос,лицо
ru	что	2056	·неизвестно,лицо
tr	da	21	лицо
tr	de	51	·неизвестно,лицо
tr	te	18	лицо
tr	ve	60	·неизвестно,лицо
